InicioPeriodo,FimPeriodo,codigoSegmento,Segmento,codigoModalidade,Modalidade,Posicao,InstituicaoFinanceira,TaxaJurosAoMes,TaxaJurosAoAno,cnpj8
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pré-fixado,21,BCO BS2 S.A.,2.21,30.04,71027866
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pré-fixado,22,BCO SANTANDER (BRASIL) S.A.,2.24,30.52,90400888
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pré-fixado,23,BCO HONDA S.A.,2.33,31.89,03634220
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pré-fixado,24,BCO DA AMAZONIA S.A.,2.45,33.64,04902979
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pré-fixado,25,BCO SENFF S.A.,2.49,34.4,11970623
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pré-fixado,26,SIMPALA S.A. CFI,2.58,35.7,34991938
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pré-fixado,27,BCO DO BRASIL S.A.,2.67,37.25,00000000
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pré-fixado,28,STARA FINANCEIRA S.A. - CFI,2.84,39.92,17359351
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pré-fixado,29,OMNI BANCO S.A.,2.85,40.04,60850229
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pré-fixado,30,AGORACRED S/A SCFI,2.85,40.1,36321990
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pré-fixado,31,CAIXA ECONOMICA FEDERAL,2.99,42.45,00360305
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pré-fixado,32,PORTOSEG S.A. CFI,3.03,43.08,04862600
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pré-fixado,33,BANCO BTG PACTUAL S.A.,3.35,48.47,30306294
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pré-fixado,34,BCO DO ESTADO DO RS S.A.,3.69,54.51,92702067
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pré-fixado,35,VIA CERTA FINANCIADORA S.A. - CFI,3.85,57.41,05192316
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pré-fixado,36,BCO TRIANGULO S.A.,4.17,63.22,17351180
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pré-fixado,37,BRB - BCO DE BRASILIA S.A.,4.29,65.52,00000208
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pré-fixado,38,CORA SCFI,4.54,70.36,37880206
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pré-fixado,39,QISTA S.A. CFI,4.87,76.93,36583700
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pré-fixado,40,BCO RNX S.A.,4.91,77.82,80271455
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pré-fixado,41,NU FINANCEIRA S.A. CFI,6.35,109.38,30680829
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pré-fixado,42,COBUCCIO S.A. SCFI,8.38,162.53,36947229
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pré-fixado,43,MERCADO CRÉDITO SCFI S.A.,8.64,170.38,37679449
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,1,BCO SAFRA S.A.,0.39,4.83,58160789
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,2,BCO BOCOM BBM S.A.,0.85,10.63,15114366
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,3,ITAÚ UNIBANCO S.A.,0.86,10.85,60701190
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,4,STONE CFI S.A.,0.88,11.15,53505601
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,5,CAIXA ECONOMICA FEDERAL,1.09,13.9,00360305
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,6,BCO DA AMAZONIA S.A.,1.25,16.06,04902979
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,7,BCO BNP PARIBAS BRASIL S A,1.27,16.33,01522368
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,8,BCO XP S.A.,1.28,16.54,33264668
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,9,BCO BRADESCO S.A.,1.32,17.03,60746948
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,10,BCO MIZUHO S.A.,1.33,17.16,61088183
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,11,BCO ABC BRASIL S.A.,1.51,19.76,28195667
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,12,BCO LETSBANK S.A.,1.56,20.41,58497702
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,13,BCO GUANABARA S.A.,1.57,20.52,31880826
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,14,BCO SOFISA S.A.,1.69,22.24,60889128
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,15,BCO DAYCOVAL S.A,1.69,22.31,62232889
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,16,BCO DO BRASIL S.A.,1.72,22.67,00000000
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,17,BCO VOTORANTIM S.A.,1.74,22.95,59588111
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,18,BCO DO EST. DE SE S.A.,2.12,28.57,13009717
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,19,BANCO SEMEAR,2.38,32.65,00795423
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,20,BCO DO ESTADO DO RS S.A.,2.54,35.05,92702067
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,1,DEUTSCHE BANK S.A.BCO ALEMAO,1.06,13.47,62331228
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,2,BANCO SICOOB S.A.,1.16,14.79,02038232
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,3,BCO HSBC S.A.,1.16,14.84,53518684
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,4,BCO CATERPILLAR S.A.,1.21,15.49,02658435
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,5,BCO MERCANTIL DO BRASIL S.A.,1.25,16.05,17184037
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,6,BCO XP S.A.,1.26,16.27,33264668
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,7,BCO C6 S.A.,1.34,17.35,31872495
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,8,BCO BS2 S.A.,1.35,17.41,71027866
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,9,BCO ABC BRASIL S.A.,1.41,18.34,28195667
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,10,BCO FIBRA S.A.,1.52,19.79,58616418
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,11,BCO DO NORDESTE DO BRASIL S.A.,1.65,21.63,07237373
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,12,BANCO RANDON S.A.,1.65,21.73,11476673
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,13,BCO DO ESTADO DO RS S.A.,1.66,21.87,92702067
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,14,BCO SAFRA S.A.,1.68,22.16,58160789
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,15,ITAÚ UNIBANCO S.A.,1.68,22.17,60701190
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,16,BANCO ORIGINAL,1.68,22.2,92894922
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,17,BCO DES. DE MG S.A.,1.72,22.69,38486817
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,18,BCO DAYCOVAL S.A,1.75,23.16,62232889
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,19,CARUANA SCFI,1.8,23.81,09313766
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,20,BCO SENFF S.A.,1.8,23.88,11970623
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,21,BCO BANESTES S.A.,1.89,25.13,28127603
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,22,BANCO TOPÁZIO S.A.,1.92,25.65,07679404
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,23,BCO TRIANGULO S.A.,1.92,25.7,17351180
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,24,BCO SOFISA S.A.,1.97,26.43,60889128
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,25,BCO INDUSTRIAL DO BRASIL S.A.,1.98,26.48,31895683
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,26,BCO BRADESCO S.A.,1.98,26.49,60746948
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,27,NOVO BCO CONTINENTAL S.A. - BM,2.03,27.24,74828799
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,28,BCO DO EST. DO PA S.A.,2.04,27.4,04913711
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,29,BCO RNX S.A.,2.07,27.91,80271455
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,30,BCO DO BRASIL S.A.,2.07,27.91,00000000
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,31,GAZINCRED S.A. SCFI,2.1,28.34,11760553
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,32,CAIXA ECONOMICA FEDERAL,2.12,28.56,00360305
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,33,BCO VOLVO BRASIL S.A.,2.12,28.61,58017179
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,34,BCO SANTANDER (BRASIL) S.A.,2.17,29.43,90400888
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,35,BCO DA AMAZONIA S.A.,2.23,30.31,04902979
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,36,OMNI BANCO S.A.,2.24,30.38,60850229
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,37,BCO DO EST. DE SE S.A.,2.28,31.13,13009717
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,38,FACTA S.A. CFI,2.35,32.09,15581638
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,39,BRB - BCO DE BRASILIA S.A.,2.5,34.53,00000208
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,40,BCO VOTORANTIM S.A.,2.58,35.82,59588111
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,41,BCO INDUSCRED DE INVESTIM. S/A,2.6,36.07,33588252
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,42,PORTOSEG S.A. CFI,2.65,36.84,04862600
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,43,MERCADO CRÉDITO SCFI S.A.,3.12,44.53,37679449
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,44,RPW S.A. SCFI,3.4,49.42,06249129
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,45,BANCO BTG PACTUAL S.A.,3.47,50.63,30306294
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,46,OMNI SA CFI,3.58,52.44,92228410
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,47,COBUCCIO S.A. SCFI,4.5,69.62,36947229
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,48,NU FINANCEIRA S.A. CFI,4.91,77.66,30680829
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,1,BCO SAFRA S.A.,0.39,4.76,58160789
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,2,CAIXA ECONOMICA FEDERAL,1.03,13.13,00360305
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,3,BCO BRADESCO S.A.,1.08,13.78,60746948
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,4,BCO XP S.A.,1.12,14.32,33264668
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,5,BCO LUSO BRASILEIRO S.A.,1.15,14.73,59118133
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,6,BCO ALFA DE INVESTIMENTO S.A.,1.28,16.47,60770336
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,7,BCO TRIANGULO S.A.,1.36,17.66,17351180
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,8,BANCO VOITER,1.37,17.75,61024352
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,9,BCO BOCOM BBM S.A.,1.39,18.03,15114366
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,10,ITAÚ UNIBANCO S.A.,1.4,18.16,60701190
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,11,BANCO ORIGINAL,1.41,18.24,92894922
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,12,BCO BS2 S.A.,1.44,18.71,71027866
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,13,BCO SOFISA S.A.,1.46,18.93,60889128
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,14,BCO DO BRASIL S.A.,1.46,18.94,00000000
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,15,BCO ABC BRASIL S.A.,1.47,19.17,28195667
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,16,BCO DES. DE MG S.A.,1.51,19.73,38486817
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,17,BCO DA AMAZONIA S.A.,1.61,21.13,04902979
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,18,BCO GUANABARA S.A.,1.62,21.26,31880826
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,19,BCO DO EST. DE SE S.A.,1.63,21.4,13009717
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,20,BCO DAYCOVAL S.A,1.63,21.47,62232889
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,21,BCO BANESTES S.A.,1.69,22.26,28127603
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,22,BCO PAULISTA S.A.,1.74,22.97,61820817
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,23,BCO DO ESTADO DO RS S.A.,1.76,23.28,92702067
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,24,BANCO SEMEAR,2.01,26.9,00795423
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,25,BANCO SICOOB S.A.,4.75,74.49,02038232
2024-09-11,2024-09-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,26,BCO DO EST. DO PA S.A.,4.8,75.57,04913711
2024-09-11,2024-09-17,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,1,PARANA BCO S.A.,2.49,34.36,14388334
2024-09-11,2024-09-17,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,2,BCO MERCANTIL DO BRASIL S.A.,2.65,36.93,17184037
2024-09-11,2024-09-17,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,3,FACTA S.A. CFI,2.67,37.26,15581638
2024-09-11,2024-09-17,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,4,BCO AGIBANK S.A.,2.73,38.2,10664513
2024-09-11,2024-09-17,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,5,BCO BMG S.A.,3.28,47.36,61186680
2024-09-11,2024-09-17,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,6,BCO DAYCOVAL S.A,3.38,49.03,62232889
2024-09-11,2024-09-17,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,7,BANCO GENIAL,3.93,58.77,45246410
2024-09-11,2024-09-17,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,8,VIA CERTA FINANCIADORA S.A. - CFI,5.0,79.63,05192316
2024-09-11,2024-09-17,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,9,KREDILIG S.A. - CFI,5.04,80.39,06040559
2024-09-11,2024-09-17,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,10,BANCO BARI S.A.,5.59,91.97,00556603
2024-09-11,2024-09-17,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,11,BANCO BTG PACTUAL S.A.,5.9,98.87,30306294
2024-09-11,2024-09-17,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,12,NOVO BCO CONTINENTAL S.A. - BM,5.9,98.96,74828799
2024-09-11,2024-09-17,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,13,BCO BANESTES S.A.,5.96,100.34,28127603
2024-09-11,2024-09-17,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,14,BRB - BCO DE BRASILIA S.A.,6.0,101.18,00000208
2024-09-11,2024-09-17,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,15,BCO C6 S.A.,6.58,114.95,31872495
2024-09-11,2024-09-17,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,16,BCO BRADESCO S.A.,6.89,122.51,60746948
2024-09-11,2024-09-17,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,17,BANCO BRADESCARD,6.92,123.22,04184779
2024-09-11,2024-09-17,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,18,BCO BNP PARIBAS BRASIL S A,7.05,126.39,01522368
2024-09-11,2024-09-17,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,19,BANCO SICOOB S.A.,7.06,126.71,02038232
2024-09-11,2024-09-17,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,20,SCFI EFÍ S.A.,7.08,127.31,37229413
2024-09-11,2024-09-17,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,21,BANCO PAN,7.15,128.92,59285411
2024-09-11,2024-09-17,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,22,HS FINANCEIRA,7.2,130.28,07512441
2024-09-11,2024-09-17,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,23,BCO DO NORDESTE DO BRASIL S.A.,7.48,137.56,07237373
2024-09-11,2024-09-17,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,24,CAIXA ECONOMICA FEDERAL,7.77,145.53,00360305
2024-09-11,2024-09-17,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,25,BCO DO EST. DO PA S.A.,7.93,149.8,04913711
2024-09-11,2024-09-17,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,26,NU FINANCEIRA S.A. CFI,8.07,153.81,30680829
2024-09-11,2024-09-17,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,27,BCO DIGIMAIS S.A.,8.66,170.9,92874270
2024-09-11,2024-09-17,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,28,BCO RENDIMENTO S.A.,8.83,175.9,68900810
2024-09-11,2024-09-17,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,29,BCO DO BRASIL S.A.,9.28,190.06,00000000
2024-09-11,2024-09-17,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,30,BCO TRIANGULO S.A.,9.5,197.24,17351180
2024-09-11,2024-09-17,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,31,BCO XP S.A.,9.55,198.75,33264668
2024-09-11,2024-09-17,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,32,ITAÚ UNIBANCO HOLDING S.A.,9.88,209.64,60872504
2024-09-11,2024-09-17,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,33,BCO SAFRA S.A.,9.95,212.09,58160789
2024-09-11,2024-09-17,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,34,BCO SANTANDER (BRASIL) S.A.,10.21,221.02,90400888
2024-09-11,2024-09-17,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,35,BCO CSF S.A.,10.26,222.99,08357240
2024-09-11,2024-09-17,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,36,BCO SOFISA S.A.,10.28,223.39,60889128
2024-09-11,2024-09-17,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,37,PORTOSEG S.A. CFI,10.32,224.97,04862600
2024-09-11,2024-09-17,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,38,DM SA CFI,10.37,226.58,91669747
2024-09-11,2024-09-17,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,39,LUIZACRED S.A. SCFI,10.56,233.59,02206577
2024-09-11,2024-09-17,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,40,BCO AFINZ S.A. - BM,10.63,236.07,04814563
2024-09-11,2024-09-17,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,41,BCO CREFISA S.A.,10.83,243.48,61033106
2024-09-11,2024-09-17,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,42,BCO BV S.A.,10.94,247.6,01858774
2024-09-11,2024-09-17,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,43,BANCO INVESTCRED UNIBANCO S.A.,11.38,264.68,61182408
